"indice_pop";"montagne";"touristique";"metropole";"metropolehidf";"annee";"population";"dep_invest";"dep_invest_ba";"rec_invest";"rec_invest_ba";"dep_equip";"dep_equip_ba";"dep_equip_brut";"dep_equip_brut_ba";"remboursement";"remboursement_ba";"emprunt";"emprunt_ba";"dep_fonc";"dep_fonc_ba";"rec_fonc";"rec_fonc_ba";"dette";"dette_ba";"fc_i";"fc_f";"terrains";"terrains_ba";"constructions";"constructions_ba";"reseaux";"reseaux_ba";"bien_meuble";"bien_meuble_ba";"taxe_amenag";"taxe_amenag_ba";"compte13_10";"compte13_10_ba";"amende";"amende_ba";"FCTVA";"FCTVA_ba";"planFCTVA_r";"planFCTVA_d";"planFCTVA_r_ba";"planFCTVA_d_ba";"cessions";"cessions_ba";"subvention_204";"subvention_204_ba";"siren_epci";"epn";"epn_ba";"rec_invest_hors_planFCTVA";"rec_invest_hors_planFCTVA_ba";"plan_relance_FCTVA_net";"plan_relance_FCTVA_net_ba";"remb_avance";"remb_avance_ba";"sub_dot_ssTAAm";"sub_dot_ssTAAm_ba";"autres_dep_equip";"autres_dep_equip_ba";"autres_rec_invest";"autres_rec_invest_ba";"autres_rec_invest_hors_planrelance";"autres_rec_invest_hors_planrelance_ba";"var_fon_roul";"var_fon_roul_ba"
0;0;0;0;1;2014;104324;42651,72429;803,44869;32825,07801;1026,72761;42261,03607;803,44869;42556,13076;803,44869;2968,93651;0;3982,62464;0;123045,43167;174,73943;123105,29825;356,65341;34658,6019;194,98138;0;480,95172;1104,05205;0;20179,73953;0;14717,34937;803,44869;4569,95456;0;304,454;0;26307,37629;966,0702;196,7881;0;5645,13705;60,65741;0;0;0;0;697,54605;0;386,68822;0;NA;-2909,06993;181,91398;32825,07801;1026,72761;0;0;-295,09469;0;25806,13419;966,0702;1985,03525;0;175,01862;2,8421709430404e-14;175,01862;2,8421709430404e-14;-8753,09157;405,1929
0;0;0;0;1;2015;96203;41842,8514;1731,3573;33192,96011;1742,66208;40524,92176;1731,3573;41331,39196;1731,3573;3360,15496;0;7427,72259;0;115203,83398;96,8435;121809,00283;131,08904;39456,00773;194,98138;0;36,829;1390,845;0;23843,51745;0;9107,12856;1731,3573;4720,41065;0;342,98886;0;25848,04175;1616,03053;78,39481;0;5409,23771;126,63155;850;0;0;0;784,53281;0;1146,25484;0;NA;3245,01389;34,24554;32342,96011;1742,66208;850;0;-806,4702;0;25426,65808;1616,03053;2269,4903;0;1151,14784;5,6843418860808e-14;301,14784;5,6843418860808e-14;2022,84519;45,5503200000001
0;0;0;0;1;2016;97244;22013,61303;43,16066;25033,48494;309,91015;21891,90065;43,16066;22096,01772;43,16066;3748,77673;0,5;1129,3382;0;117136,72465;106,42926;125447,52073;73,07002;36836,5692;194,98138;0;0,98;560,95132;0;10251,40524;0;4940,50267;43,16066;4738,41856;0;209,3251;0;19830,10554;0;76,05022;0;5048,49123;283,91015;0;375;0;0;489,03379;26;110,82434;0;NA;4562,01935;-33,85924;25408,48494;309,91015;-375;0;-204,11707;0;19544,73022;0;1604,73993;0;-334,145620000001;0;40,8543799999993;0;8711,22946;232,89025
0;0;0;0;1;2017;88196;25045,71791;46,02741;18726,7025;0,09;24055,96213;46,02741;24147,62231;46,02741;3120,40986;0;4502,34495;0,5;110237,60293;24,15539;111345,73613;96,27076;35100,03229;194,98138;0;0,696;623,58404;0;13944,49628;0;4478,9201;46,02741;3429,22257;0;173,67826;0;13875,23616;0;40,47705;0;4556,77998;0;0;0;0;0;162,41265;0;0;0;NA;-2012,27666;72,11537;18726,7025;0,09;0;0;-91,6601800000001;0;13661,08085;0;1671,39932;0;132,27371;0,09;132,27371;0,09;-3828,94712;26,67796
0;0;0;2;0;2014;25355205;7047660,40131;860711,30174;3445364,62507;414496,92773;6700256,79958;830015,45541;6714244,0946;834094,15112;1706682,6506;359212,58506;1369431,45267;466561,43303;17066980,75945;1046702,82005;20966805,53034;1426765,44758;16289480,2543;3395721,59545;10341,71549;191556,69171;513925,785;17463,74058;3137897,49426;192755,36346;2269174,72713;576697,551;424867,49357;16586,7708;276145,88166;1906,43206;1887547,193;287846,92754;36175,81891;62,27162;1016349,05281;51621,8542;0;0;0;0;389669,13951;17758,67916;197928,99103;738,56947;NA;2193142,12029;20850,04247;3445364,62507;414496,92773;0;0;-13987,29502;-4078,69571;1575225,49243;285878,22386;368378,59464;30590,72528;151799,23975;57269,46683;151799,23975;57269,46683;-39722,20328;41197,10149
0;0;0;2;0;2015;25442618;6198980,93528;739602,99314;3481019,47279;408112,40445;5813740,04048;703053,5663;5829237,32906;706817,62661;1792838,45211;386940,3292;1617496,38094;446536,01365;17201527,89486;1011439,40129;21148677,6498;1434546,57978;16169291,54322;3409314,56198;14373,38412;188470,60202;522632,60915;16786,48405;2613469,92455;180559,2114;1926460,50567;465741,96136;409661,36697;17394,84002;335928,71918;865,36903;1847238,88467;274820,76403;34171,93403;86,02461;988687,23568;53627,58248;50081,333;16,506;108,517;0;408115,90049;18865,09681;207649,40124;472,41396;NA;2154311,30283;36166,84929;3430954,64579;408003,88745;50064,827;108,517;-15497,28858;-3764,06031;1477138,23146;273869,37039;357012,92272;26335,12978;236977,45195;60798,96113;186912,62495;60690,44413;1053846,22128;151212,27425
0;0;0;2;0;2016;25569293;6360787,84255;695079,42197;3298801,84022;330233,17134;5975823,16515;670020,08727;5988532,59774;674689,95529;1757417,34947;388277,23805;1412672,16883;385897,00954;17069746,22729;998949,76241;21016417,66281;1466610,09604;15921809,54326;3359223,27042;11199,97437;214216,54769;553548,85894;14110,89342;2702727,45025;160756,50223;1942469,12611;451183,90508;410497,96578;16226,76126;319251,17532;1325,06468;1821766,96391;223637,12737;31673,25275;39,061;866211,47628;41165,43393;3835,27125;15933,432;83,76973;46,0725;439403,57413;18066,54451;209086,47028;223,2842;NA;2189254,08605;79383,09558;3310900,00097;330195,47411;-12098,16075;37,69723;-12709,43259;-4669,86802;1470842,53584;222273,00169;379289,19666;32411,8933;171419,8259;47364,06553;183517,98665;47326,3683;539940,25255;100433,85449
0;0;0;2;0;2017;25569903;6970962,73371;719508,34978;3337103,3449;321168,93155;6558449,82239;690255,64564;6572583,90157;693758,17471;1732155,12912;349307,99786;1751897,22716;394869,86317;17196915,20425;986643,21916;21164515,21277;1469557,88506;16003714,96289;3213815,78817;9161,45995;219194,61413;574475,88004;16445,37479;3100663,9426;167000,19957;2092651,19531;465750,15555;427507,40367;16094,23685;339801,80022;1070,74397;1872235,09491;222225,03033;33842,59571;35,77277;821800,57297;33926,77994;2222,45489;25978,03449;66,83626;87,85866;487848,68718;18758,18476;206080,12421;1224,63238;NA;2235444,8794;133606,66804;3360858,9245;321189,95395;-23755,5796;-21,0224;-14134,07918;-3502,52907;1498590,69898;221118,51359;377285,47995;28468,20795;155218,98984;46258,93652;178974,56944;46279,95892;353482,71775;130137,11298
0;0;0;2;1;2014;1900610;599657,7416;55533,70941;299593,92842;31534,89276;579083,34213;53435,36335;580124,12546;53508,01987;123452,45906;15245,5594;126431,57208;26957,50939;1774738,55989;32166,98083;2033777,16538;68430,35391;1235929,71401;150321,2445;283,83347;10394,31737;48682,76973;1477,12965;292749,42576;15158,57882;170771,3191;30908,40214;39677,49759;3781,99978;25124,84851;99,75586;164648,33166;23211,30008;1614,41154;0;76159,53023;2286,5844;0;0;0;0;49825,12319;1665,88833;10722,73943;0;NA;135586,14643;21017,81368;299593,92842;31534,89276;0;0;-1040,78333;-72,6565200000001;137909,07161;23111,54422;28243,11328;2181,90948;8960,94334;4371,11995;8960,94334;4371,11995;-38046,09467;23976,50642
0;0;0;2;1;2015;1895795;503367,94381;60292,72878;316584,15029;31261,34179;479236,89067;55001,46062;479993,53914;55109,82256;118698,90118;15282,79315;135922,19544;27154,43535;1739032,83942;40461,3435;2042361,03948;65387,08131;1249944,32257;152962,03038;402,41214;8250,15767;47345,51903;1799,48728;232585,28923;11004,60008;140477,00542;34694,20371;34443,61293;3593,88406;30447,39034;306,51374;151645,20138;20749,66274;1234,20242;0;92275,22248;2682,3944;3335,547;0;0;0;61906,23866;409,6504;9748,93272;0;NA;184629,29888;9642,94466;313248,60329;31261,34179;3335,547;0;-756,648470000001;-108,36194;119963,60862;20443,149;25142,11253;4017,64743;10757,48777;7419,63425;7421,94077;7419,63425;133767,7008;7765,99302
0;0;0;2;1;2016;1896724;542754,10066;44341,01076;304938,25372;25870,96959;509186,53882;40317,35974;509516,3412;40545,87593;134253,00474;18552,91086;114357,45418;22053,03169;1705492,54699;34472,44509;2018940,94282;58849,49128;1231825,80316;142301,63555;190,81249;7562,7338;57376,56531;1280,07048;242241,00796;12688,54387;140069,76536;22959,1665;35994,76614;1013,83956;32678,16882;27,3967;137759,57811;17816,14739;1162,52006;0;70569,05708;2619,1434;173,86;801,62455;0;0;77989,45618;190,08034;6938,1139;0;NA;179195,39109;5824,13533;305566,01827;25870,96959;-627,76455;0;-329,802379999999;-228,51619;103918,88923;17788,75069;33834,23643;2604,25552;18620,16235;5245,59846;19247,9269;5245,59846;55736,99833;9407,12585
0;0;0;2;1;2017;1867027;565425,98662;32665,49086;301044,37686;18144,35663;540372,04628;31076,39831;540912,26952;31098,69312;118212,26644;19772,85631;125675,43345;16221,20826;1687114,90747;29895,61538;1980622,59093;59097,45965;1228183,94937;126557,64839;464,34634;9442,42644;70712,17463;350,15223;254738,52033;7771,27122;143836,563;19758,51616;34990,33244;991,6516;37536,22198;7,57423;145836,92397;13075,5358;911,66171;1,0954;58751,26222;1852,4823;643,37337;1753,347;17,77091;0;84982,91343;133,40317;9260,17503;0;NA;175295,41702;9428,98796;302154,35049;18126,58572;-1109,97363;17,77091;-540,223239999999;-22,29481;107389,04028;13066,86617;36634,67912;2227,10191;11473,27724;3082,93536;12583,25087;3065,16445;36589,24071;11129,06199
0;0;1;2;0;2014;1602668;662016,43308;124054,8534;335712,94973;59221,03092;622010,69053;118529,48984;623797,46155;118844,9525;190357,28985;48115,88421;141705,07959;46517,91796;1915977,76431;219232,89997;2272316,57046;271794,38015;1949998,15999;467776,70443;2024,57369;56951,47142;52644,52083;2214,09909;250596,53573;55343,49961;239163,20175;50213,59986;50372,40076;8700,65572;32858,39863;38,0392;178717,13217;46715,85498;4842,62429;0;98517,34147;2645,93518;0;0;0;0;47920,04315;2835,01814;23685,69891;129,8651;NA;165981,5163;4445,59597;335712,94973;59221,03092;0;0;-1786,77102;-315,46266;141016,10925;46677,81578;31020,80248;2373,09822;10558,43294;7024,22262;10558,43294;7024,22262;-18616,88746;-13870,30855
0;0;1;2;0;2015;1615955;556865,49658;89338,95203;316148,88798;32898,00225;520346,54403;86186,19353;521950,28886;86274,89321;192200,35669;55019,10428;132865,98292;28942,66865;1943014,92509;233049,61422;2340783,02978;318620,24505;1919436,15155;444129,02372;2134,41678;64108,21386;51419,49404;2361,58539;197502,96509;26911,57415;198481,0279;47393,68194;45583,59537;6925,97075;38865,3085;25,04737;159371,73956;22891,02586;4419,8211;0;91673,60258;2409,06317;6691,595;0;0;0;43915,94186;1705,83505;21496,78047;118,30853;NA;205567,748;30551,52655;309457,29298;32898,00225;6691,595;0;-1603,74483;-88,6996800000001;116086,60996;22865,97849;28963,20646;2682,08098;21187,60398;5892,07817;14496,00898;5892,07817;97717,12232;3053,24542
0;0;1;2;0;2016;1628137;610532,38612;86214,15329;296039,05191;34051,46915;567980,29878;81585,77013;571569,74498;81832,29075;198472,8159;48223,28661;137637,007;42820,90565;1982683,38531;234128,55933;2360944,94795;331564,31173;1946924,8853;435727,60814;1588,87476;67442,04519;57964,50413;2709,90125;208914,47849;25765,16457;223417,12394;41993,33799;50615,97149;7544,69259;37083,74316;124,20892;151679,10318;21407,88205;4695,90734;17,23484;77613,93715;2318,82767;101,02908;1982,4725;88,28199;0;56460,65377;3114,17222;26041,88963;558,31647;NA;179788,74674;49212,46579;297920,49533;33963,18716;-1881,44342;88,28199;-3589,4462;-246,520620000001;109899,45268;21266,43829;30657,66693;3819,19435;10285,35781;7210,58721;12166,80123;7122,30522;2932,41953000001;39870,6873
0;0;1;2;0;2017;1623910;652001,01627;120949,01783;338100,11937;38071,79456;611439,8075;115192,77989;615327,58888;115589,1153;200984,83539;43128,09524;177263,94255;45148,59236;1955121,84899;230289,79308;2374038,73687;325749,04134;1952841,95603;420012,31501;4928,52205;70265,37584;54809,05726;3265,24323;240025,00006;29005,74161;228461,35169;61230,71011;54503,09022;9688,98056;40895,39368;0;157340,18011;21737,86301;6211,40294;9,463;74460,2227;2458,55241;0;3407,5275;0;0;89416,04237;6551,4442;21988,43113;1044,59315;NA;217932,05249;52331,15302;341507,64687;38071,79456;-3407,5275;0;-3887,78138;-396,33541;110233,38349;21728,40001;37529,08965;12398,43979;16883,67419;7323,93494;20291,20169;7323,93494;81295,09814;14602,52211
0;0;1;2;1;2014;15929;13266,90755;119,53567;9930,79627;33,79475;11685,68389;119,53567;11751,62468;119,53567;1475,19298;11,53993;16058,8119;4e-05;28751,95364;411,46187;33269,11634;602,42605;36581,25533;50,77459;0;290;53,64404;0;9271,17574;67,0534;1263,24178;52,48227;610,82452;0;3869,3664;0;9512,67184;33,79475;13,1442;0;417,92343;0;0;0;0;0;0,201;0;1581,22366;0;847901608;3041,96972;179,42425;9930,79627;33,79475;0;0;-65,9407899999989;0;5630,16124;33,79475;552,738599999999;0;2,42084130519515e-13;0;2,42084130519515e-13;0;15764,67034;93,68337
0;0;1;2;1;2015;16142;14630,2256;82,94;9624,65217;2,40008;14006,07671;82,94;14166,94803;82,94;2028,54067;8,45527;11053,5826;0;30493,01208;409,61328;32813,64695;1397,28072;46156,29726;42,31932;0;605;86,85159;0;12588,648;13,55947;512,83738;69,38053;528,76311;0;292,32407;0;8892,1472;0,6;16,71279;0;512,00497;1,80008;0;0;0;0;220,5;0;619,22406;0;847901608;292,094200000001;979,21217;9624,65217;2,40008;0;0;-160,87132;0;8583,11034;0,6;449,847949999999;0;3,73034936274053e-14;0;3,73034936274053e-14;0;6340,10337;898,67225
0;0;1;2;1;2016;16523;15777,1287;339,65071;6881,00772;10,56829;15777,1287;339,65071;15905,53943;339,65071;2163,08872;10,42511;12,97;0;29991,71765;485,03753;33578,37165;587,42782;44006,17854;31,89421;0;269,5;438,25533;0;13089,03963;3,6336;1005,46285;336,01711;1009,23989;0;416,42427;0;3020,0933;0;1,57939;0;3365,68142;10,56829;0;0;0;0;495,233;0;0;0;847901608;1423,56528;91,96518;6881,00772;10,56829;0;0;-128,410729999999;0;2602,08964;0;363,541729999999;0;-1,24344978758018e-14;0;-1,24344978758018e-14;0;-7459,5857;-237,11724
0;0;1;2;1;2017;16654;8852,63364;308,85295;5876,76468;42,02433;5750,66336;308,85295;5780,04854;308,85295;2268,45206;17,33641;1203,27155;330,853;31483,70215;442,12398;35860,97069;871,75485;42940,99803;345,4108;0;498;317,2674;0;2543,84553;248,19742;1709,08896;60,65553;893,38276;0;581,52752;0;3174,6842;39,80003;1,81415;0;2264,09328;2,2243;0;0;0;0;437,9872;0;3101,97028;0;847901608;2108,81648;412,29446;5876,76468;42,02433;0;0;-29,3851800000003;0;2591,34253;39,80003;316,46389;-6,21724893790088e-15;-8,86235529407031e-14;-4,44089209850063e-16;-8,86235529407031e-14;-4,44089209850063e-16;336,21907;476,31884
0;1;0;0;1;2014;174521;52463,47117;4613,37778;44650,21443;2302,31904;51091,58219;4494,10377;51246,14306;4494,10377;9526,60617;508,04663;5161,77975;969,37401;230190,34759;4640,45536;225016,08131;5231,0863;102249,95035;11053,2731;0;777,0375;2108,18836;0;19307,3064;38,89089;21365,60949;4306,38596;4731,38888;54,84801;866,21689;0;35674,04864;1760,45945;214,89446;0;7474,52126;513,42024;0;0;0;0;844,15317;0;230,92587;0;NA;-14700,87245;82,5843100000002;44650,21443;2302,31904;0;0;-154,56087;0;34592,93729;1760,45945;3733,64993;93,97891;657,49136;28,43935;657,49136;28,43935;-17352,34944;-1259,10042
0;1;0;0;1;2015;174233;56526,8992;2422,80294;50879,29325;6907,87382;55655,2926;2422,80294;56195,21034;2422,80294;9637,4215;521,10763;16191,89528;0;225964,55538;5135,61461;234593,25326;5491,72006;108963,11482;10532,16547;0;614,24944;1607,57923;0;21942,54055;37,12641;24500,59094;2246,61643;4076,30798;68,90326;1193,54315;0;38245,12274;6520,26926;539,6345;0;8667,19734;385,6505;2599,383;0;0;0;1300,49306;0;0;0;NA;-1008,72362;-165,00218;48279,91025;6907,87382;2599,383;0;-539,91774;0;36511,94509;6520,26926;4068,19164;70,1568400000001;2666,48011;1,95406000000033;67,0971100000004;1,95406000000033;9535,56571;4320,0687
0;1;0;0;1;2016;173760;46940,2263;2197,00633;43973,76564;2592,78841;43580,15806;2197,00633;43605,6051;2230,79487;9558,111;574,53763;2891,24275;787,1;226724,80743;4584,87504;237610,26384;6353,3779;101889,98703;10744,72784;0;356,46382;1961,47425;0;19429,48394;846,37957;13946,38833;1077,16211;4315,45596;165,78928;1107,12413;0;35121,66633;2381,18425;318,36963;0;7659,52905;119,2034;350;775,155;0;0;1180,24109;6,65876;0;0;NA;1327,34541;1193,96523;44398,92064;2592,78841;-425,155;0;-25,44704;-33,7885399999999;33696,17257;2381,18425;3952,80262;141,46391;12,3291700000003;85,7420000000001;437,48417;85,7420000000001;1252,1275;2376,84731
0;1;0;0;1;2017;183245;45221,51494;2253,29978;34071,85598;1142,01724;43298,40055;1174,70779;43306,18985;1174,70779;9850,01411;481,10806;11123,38301;751,5;246238,38209;6528,03949;253562,62141;6800,07941;110285,10265;10743,27717;0;958,92849;2372,26442;0;15588,01965;90,03173;13671,54844;849,13351;5029,35928;125,12323;1295,03285;0;25111,01591;1081,10501;322,24578;0;8465,47258;46,3885;98,959;1474,6915;0;0;1782,96691;0;40;0;NA;-2525,77479;-209,06814;35447,58848;1142,01724;-1375,7325;0;-7,78930000000003;0;23493,73728;1081,10501;6644,99806;110,41932;-1287,59942;14,52373;88,1330799999994;14,52373;-2552,05074;-568,850680000001
